Month,ATRISCO_1_SP24-79,ATRISCO_2_SP22-79,ATRISCO_3_SP22-79,ATRISCO_4_SP22-79,BURTON_1_SP30-79,BURTON_2_SP14-79,BURTON_3_SP14-79,BURTON_4_SP30-79,BURTON_5_SP37-79,CHARLES_1_SP16-79,CHARLES_2_SP16-79,CHARLES_3_SP16-79,CHARLES_4_SP16-79,CHARLES_5_SP33-79,COLLEGE_1_SP23-79,COLLEGE_2_SP23-79,CORONADO_1_SP30-79,CORONADO_2_SP39-79,DURANES_1_SP13-79,DURANES_2_SP13-79,DURANES_3_SP12-79,DURANES_4_SP12-79,DURANES_5_SP12-79,DURANES_6_SP12-79,DURANES_7_SP12-79,GONZALES_1_SP39-79,GONZALES_2_SP36-79,GONZALES_3_SP52-79,GRIEGOS_1_SP13-79,GRIEGOS_3_SP12-79,GRIEGOS_4_SP12-79,LEAVITT_1_SP17-79,LEAVITT_2_SP17-79,LEAVITT_3_SP30-79,LEYENDCKR_1_SP13-79,LEYENDCKR_2_SP13-79,LEYENDCKR_3_SP13-79,LEYENDCKR_4_SP13-79,LOMAS_1_SP14-79,LOMAS_5_SP30-79,LOMAS_6_SP30-79,LOVE_1_SP13-79,LOVE_3_SP13-79,LOVE_4_SP13-79,LOVE_5_SP13-53,LOVE_6_SP16-79,LOVE_7_SP16-79,LOVE_8_SP16-79,METRODETCTR_SP58-79,MILES_1_SP19-65,NM_UTL_1_SP14-79,NM_UTL_2_SP15-79,NM_UTL_3_SP23-79,NM_UTL_4_SP43-79,NM_UTL_5_SP49-79,NM_UTL_7,NM_UTL_8,NM_UTL_9,PONDEROSA_2_SP16-79,PONDEROSA_3_SP19-65,PONDEROSA_4_SP21-79,PONDEROSA_6_SP21-79,RIDGECREST_1_SP15-79,RIDGECREST_2_SP19-79,RIDGECREST_3_SP16-79,RIDGECREST_4_SP16-79,RIDGECREST_5_SP35-79,SAN_JOSE_1_SP12-58,SAN_JOSE_2A_SP30-79,SAN_JOSE_3A_SP22-79,SANTABAR_1_SP15-79,THOMAS_1_SP13-79,THOMAS_2_SP13-64,THOMAS_3_SP13-56,THOMAS_4_SP13-79,THOMAS_5_SP33-79,THOMAS_6_SP33-79,THOMAS_7_SP33-79,THOMAS_8_SP39-79,VOLANDIA_1_SP14-79,VOLANDIA_2_SP14-79,VOLANDIA_3_SP14-79,VOLANDIA_4_SP14-79,VOLANDIA_5_SP14-79,VOLANDIA_6_SP14-79,VOLCLIFFS_1_SP16-79,VOLCLIFFS_2_SP16-79,VOLCLIFFS_3_SP30-79,WALKER_1_SP28-79,WALKER_2_SP31-79,WALKER_3_SP44-79,WALKER_4_SP44-79,WEBSTER_1_SP23-79,WEBSTER_2_SP23-79,WEST_MESA_1_SP13-79,WEST_MESA_3_SP16-54,WEST_MESA_4_SP17-69,YALE_1_SP17-79,YALE_2_SP16-79,YALE_3_SP16-79,ZAMORA_1_SP39-79,ZAMORA_2_SP49-79
9/1/2004,64062536.75,30402452.99,33959805.13,45744827.84,67759013.68,59726778.41,30058316.24,41778345.3,38607915.02,35363258.85,52079246.89,35486025.89,60359296.7,66194731.62,0,23126906.96,23906376.56,51115100,7657805.25,16479975.82,5690167.033,0,2487166.667,1935050.061,12890232.97,13466061.54,40965229.3,30485486.32,45402514.29,12180669.72,33498592.8,0,8673465.201,18661534.07,36041147.25,44541225.64,48722495.97,57654495.97,31196612.94,49662583.15,56007071.79,18452262.27,34092822.95,37144184.13,0,15983475.09,0,59323013.92,3291212.943,20575590.48,NA,NA,NA,NA,NA,NA,NA,NA,0,0,37780594.38,59716816.12,23867996.34,54406842.74,60906638.34,80192188.52,84192323.08,0,24598653.48,37878060.81,101757468.1,43536444.44,0,0,28934469.84,54203689.26,47542580.22,66978380.22,58685802.2,46032604.64,46216689.62,37414235.9,53785212.82,60332173.87,93242685.23,56815308.42,21964780.46,51966716.24,25209952.63,1157079.853,45630286.94,12805904.27,16716169.23,57445686.94,8974162.393,0,72507973.63,63647795.6,38680744.32,15710421.25,17731539.93,71607385.47
10/1/2004,50837240.1,25522419.66,27063580.59,41049147.39,67323685.93,48783170.16,21336807.62,30604829.31,26453647.76,21959649.31,0,27117498.61,49918504.45,68567011.73,96523.53526,17628158.96,14014679.88,33772190.9,0,0,0,0,0,0,0,12406899.61,28865362.44,21151892.79,19163652.67,1995607.582,14360749.84,0,7902542.667,14439648.62,17659933.86,20212686.58,29409715.29,53615314.1,34623919.57,4505254.615,35179433.97,11446566.47,21700072.15,27181236.18,0,8377965.535,0,63650606.86,3574066.51,10095473.53,NA,NA,NA,NA,NA,NA,NA,NA,0,0,38477884.92,59186018.29,13679969.5,34765373.89,41549639.54,67389744.26,82402745.55,0,14011334.76,17175846.64,61216745.64,29217267.64,0,0,20723397.49,39791595.98,27917389.7,49940616.85,55447169.26,24898821.98,23876935.35,20452958.74,25388725.43,31567872.42,82765753.89,41131099.63,16818864.36,46760403.35,15777601.52,982527.7179,32899207.87,458419.2413,7829590.706,33346326.19,4163945.064,0,43729119.43,34882210.82,18224044.57,20003620.61,6459715.005,44401256.15
11/1/2004,51806013.54,26180715.28,30706477.79,9958317.477,64193281.93,31458050.91,18528618.26,23183297.64,21992578.89,29509400.61,0,27162554.93,48011341.11,50196847.87,0,19425562.21,10351987.41,26418372.65,0,0,0,0,0,0,0,11990816.3,27913097.47,2155607.896,14457673.52,386973.5375,9576212.945,0,8126403.997,16156620.51,13880260.69,16119400.98,18651633.2,39993659.06,32347153.97,0,0,11297792.7,21424971.47,23344327.3,0,8314786.118,0,55724472.18,3415603.897,7035878.66,NA,NA,NA,NA,NA,NA,NA,NA,0,0,33062569.45,55953427.15,13592075.87,25166947.68,34112313.77,53267275.56,69320530.89,0,7507565.981,10957496.37,43816459.37,19899318.05,0,0,22909900.53,30722575.22,18056748.65,43483669.65,39288589.51,18518487.23,17496601.45,14613832.84,21015472.36,28144107.53,63245113.99,0,22609839.7,37494883.78,11705547.45,0,22171722.01,4537187.259,7014889.766,25701678,4463924.961,0,42185862.34,26835501.94,7705033.273,12805048.2,13712486.04,62377025.85
12/1/2004,47741460.44,21949769.83,19130280.83,33049574.17,64216157.19,43051652.72,24646036.78,31933784.64,27539603.83,29372041.66,0,24330875.71,47196572.03,52787404.67,0,1701351.631,8382898.658,26469877.98,0,0,0,0,0,0,0,16022689.42,37807422.66,0,11726723.39,3897662.992,6010823.835,0,8153063.147,20452200.45,6644870.193,9321493.749,12452248.52,26428950.08,32948941.02,0,0,11294308.9,19990149.99,20683083.92,0,8562177.059,0,61447768.54,3398401.893,3404421.172,NA,NA,NA,NA,NA,NA,NA,NA,0,0,29656247.01,25912328.68,12421367.65,26693089.22,33172196.58,55691001.53,51886137.68,0,3615658.687,8788877.842,45823561.52,22596880.37,0,0,20256055.15,33140413.9,21498179.22,44824182.69,34320153.04,21254477.72,20568007.13,17334087.88,26823398.26,33889886,61036276.66,0,28290147.21,31956097.81,15601347.7,32157.52138,14503781.93,4852920.836,3847190.74,28728371.34,4536885.547,0,30395832.64,24126305.69,12621735.33,11157544.19,29395449.92,49621099.53
1/1/2005,14654565.81,23404385.47,27262743.83,42010863.98,24969116.24,46983314.29,28075233.33,10368829.91,28877803.17,35873710.62,0,13755723.57,67274373.63,38984589.74,0,0,10957612.45,25916911.11,3716223.443,732454.2125,2950755.311,0,98341.88034,112940.7814,0,6339057.143,52089318.68,0,35051334.07,10022603.79,11890288.77,0,3984783.883,21318791.21,12090737,16573095.97,23403419.78,41820720.88,18575541.39,0,0,9143813.187,19443159.46,25248330.16,0,12809908.79,0,37849207.33,3257515.995,6172665.201,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16312366.3,0,8031095.849,15093833.33,36872261.78,60090197.8,36090235.9,0,23318241.76,33865873.99,51622994.87,14438349.21,0,0,14399425.64,28590907.2,32178819.05,51078836.63,51653976.8,22513902.81,16968991.45,22435621,26973462.39,40953358.73,24987002.69,0,27353001.22,67716168.38,22446325.27,0,8203531.136,0,6115717.949,27459410.99,4734447.009,0,39210315.75,28040078.39,22609844.2,19161097.44,24614273.99,26285304.27
2/1/2005,0,10536329.06,28321592.19,39826491.33,59488696.58,16227737.78,10745668.38,33165201.71,17740555.8,17634437.12,0,37255438.34,34101118.44,61059446.15,0,0,6867298.168,23374394.87,3316738.706,635794.1392,482078.3883,0,434470.696,0,0,11411432.97,41534934.07,0,27013331.87,7030794.261,6062841.88,1220073.26,11929984.62,7881954.579,4485061.538,8117732.601,19634693.04,38359355.31,29285119.41,0,0,5214388.278,11803065.2,9791714.774,0,3665708.059,0,46393962.64,3016967.033,27576289.38,NA,NA,NA,NA,NA,NA,NA,NA,0,0,17602496.21,0,14081233.21,29425800,17951831.01,31191910.13,41815128.21,0,7311632.234,10895490.11,42338040.54,4889444.2,0,0,5702496.215,20832207.57,22583006.59,41008575.82,45506202.08,16399389.5,15754494.75,14255684.49,17414012.1,30827067.16,59562076.68,0,24325710.38,50486215.38,15626668.13,417652.0147,12408069.6,242766.3004,5262986.325,26200267.64,7069735.897,0,43469630.77,25854206.59,20632713.06,19786230.04,6359463.004,43539136.75
3/1/2005,0,27129852.14,32171802.69,47137311.36,61715885.47,31243344.13,24755288.03,25778615.38,19901235.65,35130429.79,0,33346558.24,57614466.42,62756804.27,0,0,9512231.502,29506447.86,4275217.338,1099812.454,1551542.125,0,1148351.648,744357.1429,6251693.04,34588406.59,52439024.18,84635.91699,36530716.48,14950520.76,11841420.02,321691.3309,55027150.18,11572103.3,10020497.44,613301.6768,30688280.59,44411254.95,33617643.96,0,0,4433843.956,8556314.042,12977641.03,0,8400618.315,0,58660057.14,3493390.476,24387092.31,NA,NA,NA,NA,NA,NA,NA,NA,0,0,25417273.75,3291034.432,12605662.39,24134130.77,30761244.44,54121524.79,41923145.3,0,20639505.74,29718416.12,26532963.13,23308155.8,0,0,18766538.71,16177058.61,15021471.06,25896235.9,25997239.93,19874849.33,19518681.32,19876951.4,31273872.29,41211643.47,51947136.51,0,13663413.92,14881582.05,8588517.705,0,18041908.42,9836771.673,18432976.07,16742785.84,4002204.274,0,27055698.17,27601711.36,29292637.85,22747942.86,33213803.66,75206884.62
4/1/2005,722706.3229,24903246.82,29564939.83,44953163.64,60476560.18,43003102.4,26709897.94,32420668.02,26543382.05,44766961.44,15275050.76,44893074.81,82796200.09,68622640.85,0,7438138.303,13020910.97,36231551.51,8648653.655,21754498.1,6069850.892,0,6229420.96,7662383.854,11929446.73,43660424.09,65889187.49,17596571.09,38037732.01,13569580.46,13160317.29,2297793.089,3338267.618,30363745.5,11956717.91,16813124.2,25411344.08,51681938.71,32914432.93,0,0,11100095.92,18827288.94,31175986.67,0,15809621.54,0,57000800.01,3257646.12,29148965.99,NA,NA,NA,NA,NA,NA,NA,NA,0,0,31912418.53,57601187.73,15473650.52,28815782.6,41200106.86,60857428.72,75540446.35,0,14709711.23,24787267.79,71407357.59,19092037.6,1737753.718,0,11202697.27,28049686.22,37085224.47,57689566.89,54718459.4,20880566.11,20344872.15,18392099.89,32129767.56,39327745.19,74565814.18,0,25354479.02,64062499.63,16822122.55,0,30903211.11,16711054.98,2992837.06,46580728.67,6934023.751,0,53485304.93,32557767.11,28771958.12,24872212.14,26422393.74,66514256.7
5/1/2005,54015900,32116936.75,37115553.11,51222781.93,67026635.9,56908183.49,36006552.14,44668534.19,38044016.61,57708367.52,98407123.81,56992241.27,89586173.38,72914497.44,0,30166947.41,22370016.12,42184529.06,14354755.93,32030463.15,32934264.83,0,22133511.39,18187882.6,52641954.67,32123534.07,36277682.05,74756684.68,50218956.04,23685944.44,23642868.74,0,24843083.15,2754458.608,33883114.29,44740050.63,51051270.33,58497733.33,37110934.8,4535424.908,9682060.073,16950631.5,28987852.99,37515109.65,0,20285031.5,13959205.86,46746394.14,3423241.27,28882505.12,NA,NA,NA,NA,NA,NA,NA,NA,0,0,36666573.87,65399110.62,22618056.78,55615224.79,61695484.25,86533842.25,59519160.68,0,17731546.76,34007553.85,76157886.2,27884075.21,13384768.74,0,25129567.77,0,60400515.75,68405837.36,60579749.08,36779329.91,37942472.28,21486703.62,52133016.8,52593803.94,82518618.8,0,41888023.44,62116596.58,27377286.94,0,50030075.09,21011747.5,10259410.26,57467158,8088532.479,0,64539882.78,40519525.27,33453561.9,32681161.17,30575720.15,80982134.69
6/1/2005,97562796.74,24806144.3,30344292.88,50663077,57018994.89,58565556.09,44780115.47,53180533.18,48761460.66,60303452.75,86245669.36,56252772.06,88460298.09,72519436.15,0,23196133.61,34255498.31,43558394.38,19833082.3,51881472.7,33498634.51,0,15741848.69,27386378.15,67001504.33,39738200.53,44521472.05,118014928.5,54867125.51,31308977.72,32821331.52,0,17321799.7,0,39992347.47,52353981.46,58164962.03,57715119.5,32729962.4,65684571.83,757893.6125,14107034.52,29890653.07,29630728.25,0,17992260.88,65074573.14,65055813.98,3405515.623,37457076.05,NA,NA,NA,NA,NA,NA,NA,NA,0,1477560.601,40588194.63,76348711.16,25789372.46,60528252.85,67761634.56,75465266.93,97202032.09,0,31687686.65,58815423.21,84559315.96,32810853.17,59151190.17,0,31695725.84,0,63181829.33,69692089.71,57998286.28,47950155.86,42195646.81,38050313.17,67138482.85,68741160.14,58674551.31,0,44589739.68,75192443.4,28913434.02,602112.989,54154834.58,29305473.6,14236175.81,64924336.86,8380445.673,0,72454484.87,45752569.61,45012905.54,28728176.58,35955523.66,71831913.53
7/1/2005,99473030.64,30243330.2,32776097.03,50328427.64,71094116.79,64529854.76,50059640.13,60674098.93,58535561.98,80556257.7,82128097.21,69080840.77,100360624.5,69202527.54,65154.58061,30550018.9,30291317.04,54370095.71,30000943.94,50312439.31,43655847.4,0,31280258.34,29456796.2,71319200.93,51336849.25,60763321.6,117180368.9,68069321.3,39499842.25,40111268.12,285403.1304,16648791.88,4290631.383,48986071.87,59380758.45,66864303.61,66515885.04,35415737.04,59265855.51,0,15840739.65,36851873.85,40782567.73,0,8372653.919,68750861.35,64346268.44,3582412.179,38717601.44,NA,NA,NA,NA,NA,NA,NA,NA,0,3126249.062,36530746.98,81528080.61,28117617.38,62712872.06,71171553.4,85104407.58,84835179.91,0,45129423.22,65490522.66,84372785.39,37744503.92,56325967.52,0,34171030.37,0,64415128.44,77322905.22,65871575.05,57661982.53,59055981.29,45769027.58,72370547.95,74349035.47,102905830.4,0,48747712.87,93496215.81,30887087.82,724693.2177,52466201.97,40022702.46,15285851.59,74243344.9,8112057.595,0,75584156.62,53131846.62,56810519.22,51816981.97,35730951.22,80054833.39
8/1/2005,92222139.32,25902080.34,30862593.41,47446686.69,66475447.86,59853803.17,43822629.91,52127300.85,45768200.24,52457926.74,49621909.65,49219841.76,86710653.97,69599911.11,0,44989018.13,26373161.17,50904782.05,32037380.84,57081845.93,43513084.46,0,27191950.95,33324844.86,70199444.35,47754194.14,56271446.15,106377556.1,46445377.6,26292528.89,28877153.28,90503.0525,18272371.03,10963484.82,42079986.81,49247816.44,53470407.11,55793247.26,32959681.56,69506887.18,0,13441511.36,27808656.41,31133323.57,0,15583507.79,68456121.61,56095821.98,4142097.68,36977622.5,NA,NA,NA,NA,NA,NA,NA,NA,0,26661083.19,36192298.9,63612889.38,22181561.66,50834328.21,64441736.75,74489837.36,78307554.7,0,41617433.94,60099644.69,74622094.26,30917266.91,57021587.79,0,22467099.48,0,27658044.69,16955068.86,55609995.12,49340968.99,50121870.58,41838189.45,59012738.93,63512757.82,90822929.34,0,39630570.94,83137306.84,24453729.43,0,52757167.89,29293079.37,13017352.14,60084801.95,4571212.821,0,41169009.52,44825526.24,48499753.65,41522956.77,31514021.25,59923142.14
9/1/2005,88170129.96,26854921.09,30172958.21,45216047.35,59686379.91,52878904.84,39827697.72,49361207.81,35104070.4,45264618.87,27212289.26,48193780.62,83241352.24,70034393.36,165921.0969,32958774.61,5386944.141,49353932.47,22059885.51,49562929.54,42717756.68,0,31278231.97,24932553.12,62580289.42,48530239.25,59263139.89,76336382.11,45095643.7,28885659.19,31772501.83,0,5446899.29,498725.1226,30514780.82,39438128.14,52153611.42,57218710.06,31772156.35,65549401.33,0,11554597,26453649.43,22891455.45,0,15273399.25,66338351.57,43057423.81,3913433.099,32022228.72,NA,NA,NA,NA,NA,NA,NA,NA,0,98973362.45,28015195.21,55883498.34,25629300.5,34779024.84,74542745.29,78240571.29,1280352.624,0,38273916.96,54836537.23,62053146.25,12305061.68,30961998.76,0,24406953.89,0,14454431.71,54951600,52962092.1,37552929.99,40530557.12,36148857.88,57769643.88,62556928.98,20667724.36,0,31778159.63,79380131.73,26034115.31,1655117.83,33834481.75,31802601.07,8867081.251,52369665.42,2534537.911,0,30341661.02,40479247.73,43177828.8,36545735.29,24302775.16,52620293.33
10/1/2005,72468494.61,19205943.88,19588219.78,36013057.81,64586209.75,38665006.54,27805405.31,32796662.75,23423190.79,33218750.51,15832103.28,22626844.89,59031003.95,72355089.73,0,25844148.05,0,58248307.14,22999792.62,45674980.43,23087158.59,0,20667569.87,17876182.32,46750975.52,17881435,37369830.09,72336654.96,14926934.96,9166865.039,11344578.87,0,1649917.832,0,12412484.25,25345911.3,34996751.67,45912564.96,17712353.84,49824851.56,6618436.152,7628772.98,18693244.97,14320469.43,0,9146751.646,17561552.54,45453658.2,3710023.99,29772348.88,NA,NA,NA,NA,NA,NA,NA,NA,0,17475235.36,9258675.846,30388488.27,13735224.28,21932158.33,40301773.79,74329256.25,33245077.13,0,23044427.55,33375328.89,54002775.88,8866049.412,28699346.91,0,12774050.62,0,26324788.71,0,45293540.41,6565920.471,21890267.3,12914440.46,9467024.743,42721676.33,63713320.8,0,22910746.55,53325911.45,2018635.99,0,35183577.75,18481831.64,2399553.846,37547818.3,97475.72816,0,9326737.773,23690924.12,13201955.92,12882657.39,22078265.41,62957892.43
11/1/2005,66625741.03,13885687.18,15961815.38,29508903.54,56609343.59,32939765.08,21295828.21,24446995.73,19897451.58,31660120.88,0,24090185.92,0,39678812.82,0,44830202.33,0,53627942.49,12316032.96,41089368.9,22010555.77,0,86924.23969,8999697.682,32860793.66,26306758.97,50491758.49,6667707.707,9303617.693,23116851.18,29819174.59,0,3220392.876,0,20043270.33,12361201.73,32711312.92,39739429.29,25589221.49,28066619.78,0,11595197.8,23382902.56,27293732.84,0,13691996.58,21662261.54,52537980.95,4190183.761,3466112.565,NA,NA,NA,NA,NA,NA,NA,NA,581400,8479539.449,13846335.37,3871027.106,10640188.64,20947219.66,23982219.29,62467572.16,77223811.37,0,25935526.25,39251127.47,40844445.42,15998278.39,7997459.215,0,14220601.9,0,24581617.2,0,48354578.14,15785067.74,23606039.64,14744032.76,20316561.05,11371597.19,50279851.64,0,25069303.05,56158571.79,0,0,38578215.51,13664197.8,206082.1964,30786701.05,0,0,8918930.403,32492641.48,10187661.38,8095155.391,20194787.55,46642152.54
12/1/2005,60832328.72,14348202.51,15606706.8,22044814.31,60094860.63,38963060.5,23403300.52,32152966.91,21265608.91,66192986.05,0,57869786.68,0,72262752.15,0,35754270.4,0,46302235.45,6444675.31,25680297.22,12981824.13,0,318604.4013,2528676.109,24664102.8,31029232.37,76160977.6,0,11216008.26,4355548.411,8793607.257,0,0,0,13098868.52,19504943.84,14934465.21,21019873.5,18421201.5,225989.0767,0,5688401.509,17194638.5,18887063.11,0,9687180.882,5498937.622,38851537.73,3792411.87,0,NA,NA,NA,NA,NA,NA,NA,NA,0,6825287.72,11933533.15,0,12340530.64,31649378.19,23868180.34,77733981.24,223347.2358,0,25724190.53,43774949.05,41905849.04,8797925.405,0,0,11787738.87,0,18933617.79,0,42177218.78,24420976.77,23296295.18,27099749.06,39486572.73,0,71883285.82,0,18825862.03,50684621.86,0,0,22035614.43,20109465.51,0,27110220.39,0,0,10327847.03,30527543.03,16806562.98,13718266.38,13018743.53,53219823.88
1/1/2006,55815495.81,11346652.66,12428470.79,24628441.97,64046640.48,40761029.75,26311590.92,32310733.46,19602075.62,52755732.73,3010.937922,44349566.22,0,63619897.9,0,32018173.2,0,41662918.27,9637273.239,35185952.19,17104341.84,0,5500585.437,6701144.086,34545088.15,38096580.28,77484456.82,0,14319428.24,3320563.507,9847633.225,0,0,0,8513868.548,14417550.57,18753645.93,40270343.17,28284109.74,0,0,6771591.164,16440753.56,20396007.57,0,10179480.59,10107621.93,39602834.45,3573398.507,0,NA,NA,NA,NA,NA,NA,NA,NA,43135800,2054956.782,12487502.03,0,13147337.35,37472587.91,12944994.51,82294400.69,0,0,26571363.74,42770150.31,35102315.94,9184862.383,0,0,10896572.28,0,19652326.88,0,41704981.95,21827706.34,20259125.51,20487481.99,36990892.14,0,72774053.75,0,18008640.78,53630058.44,0,0,34893218.34,0,0,23910018.08,0,0,9618064.395,0,12814491.13,23491056.42,12776863.96,55951124.14
2/1/2006,60352097.8,13378832.95,12911591.05,27939230.43,33801126.78,53855175.03,45265837.58,41070752.31,24322135.19,28582323.37,0,47663463.37,34642580.52,67332967.76,0,30943169.26,0,32634106.5,7928843.351,18816183.41,20551265.82,0,5977231.579,8579593.022,33702215.07,35507905.36,77091027.49,0,10458997.75,9075782.899,15041341.5,0,1317485.841,0,6149531.767,19686169.87,20865237.46,42304902.7,15945624.19,0,0,3564875.186,3827090.453,18567794.49,0,8419016.963,36277529.46,32267939.33,3652533.983,0,NA,NA,NA,NA,NA,NA,NA,NA,10575536.52,6106827.469,17638140.31,0,11993487.5,59757216.19,0,89573802.52,0,0,19433676.81,28158805.43,13757515.75,10486257.28,0,0,11620284.68,0,26873813.43,44868248.58,47038495.81,28535892.42,30870809.09,31184187.17,3107384.011,0,67105269.63,0,10783761.06,26319145.77,0,0,28300985.07,18628975.07,3087667.505,13911521.11,0,0,7404319.169,18619122.96,9870979.972,22250857.5,25325070.54,61735228.33
3/1/2006,47640009.72,19071867.68,25844148.49,41724527.75,71253837.15,30811113.51,42993077.06,29427414.45,50171039.69,67084050.33,0,36107800.51,90075120.16,38834045.45,0,35163980.16,0,42829167.15,9546404.037,25618650.09,7325270.864,0,7907508.984,5372543.221,26092565.78,54016500.58,69564699.61,749868.2248,28984591.04,7009298.299,12879789.86,0,761268.0973,0,23015896.71,19408408.06,742478.1151,51902850.57,26046827.99,5851687.961,2328810.364,10157990.76,22710405.98,20354084.21,0,8729961.588,40525973.48,21498610.71,3686754.866,0,NA,NA,NA,NA,NA,NA,NA,NA,36221305.69,15816868.82,10090112.41,0,31723305.84,35669365.06,0,84936902.66,0,0,38799635.35,50054849.4,50306295.98,9173735.613,0,0,14361511.94,0,34586815.46,56150939.08,52556240.85,39503565.37,33614804.56,21927184.91,437135.1488,33937503.92,76711866,543094.061,33567043.9,80005774.42,0,0,33165769.25,27430924,0,37555126.75,70846.27619,0,20569828.58,39451339.89,26090959.57,10966973.65,19484043.38,37589347.01
4/1/2006,103475327.1,20360196.08,10759806.57,49777199.22,75941616.65,63557234.42,31335984.45,67230890.35,54574257.56,84196729.54,0,71083456.7,106820956.5,58427314.63,0,28428667.17,0,65773660.5,14785620.95,43869688.52,20061417.99,0,14440284.26,11647501.8,14685305.15,62248022.69,82579465.91,215136.8092,40771833.15,21756411.36,26687069.23,0,4711043.942,0,48933868.35,58922807.65,0,38704263.46,40077210.6,3474277.145,1480452.919,14533172.22,24638265.91,15908444.61,0,12942911.87,16380688.54,60859125.06,3249411.399,27629280.48,NA,NA,NA,NA,NA,NA,NA,NA,29714725.26,3709548.124,34360922.62,88.13855503,36063891.88,82234016.25,0,64240489.96,0,0,37763969.17,45237172.86,76061143.42,27317061.44,0,0,20278125.19,5060434.718,25815695.17,74214008.4,59859587.84,53142875.42,30424545.42,50447058.75,16609.93147,65306951.26,92553122.48,77370.96156,38745893.88,71983706.85,0,0,42391730.28,35349808.61,4157817.253,52494005.31,347953.8772,0,24485758.02,44675982.26,18359386.93,20186444.2,15914974.69,75238942.74
5/1/2006,107006926.5,25956958.06,14206915.21,53458849.39,79133733.33,63363934.44,51012629.06,68457572.38,50754718.86,83782347.99,4004.449585,20025268.19,98430135.29,79433370.94,0,34754665.37,0,76744324.91,20015488.82,49544229.55,21850171.52,0,14202149.93,4226821.244,49068490.75,61966500.37,79038153.87,32850925.75,53296356.05,33505112.59,34030210.79,0,14070889.21,0,46689189.13,56332215.29,44556803.31,61035102.35,25022066.42,30533191.94,41137479.9,15849650.55,30524848.48,31824645.18,0,15426407.18,38151348.72,63716567.03,3830257.738,39231209.15,NA,NA,NA,NA,NA,NA,NA,NA,45841435,43409400.62,32366958.03,51729912.09,34954794.26,83757198.29,3032.25708,100184638.8,7730136.624,0,40263078.88,55696848.35,101243818.2,26087328.9,0,0,25318411.57,4470515.565,54228209.91,78305528.32,63714398.75,56065230.32,23383054.37,43520361.78,0,63846316.36,94718292.16,1018795.604,59391261.54,82565668.38,0,0,65890926.74,32686766.78,14453888.44,73395143.33,7917370.94,0,39955337,51978346.48,38004791.34,23249573.84,27743487.91,78707927.29
6/1/2006,103912928.5,23858440.02,30404923.36,50679350.48,77333968.44,71453248.76,56836121.69,53541962.48,65428205.91,88316996.72,98802000,0,84182432.34,54883700.97,0,25438531.37,270811.3138,73374694.76,22326797.67,66766008.75,36323816.88,0,16443604.39,24444000,70539056.11,40664803.82,56526976.63,114915500.3,39529195.1,26850966.11,26252827.54,0,21633325.45,1754544.844,47706546.19,55255089.05,59339629.48,61383329.12,26627451.99,60321029.34,59776540.11,15041516.09,29358300.24,35732395.54,0,16960619.88,36702084.71,59498128.24,3494869.589,37071428.77,NA,NA,NA,NA,NA,NA,NA,NA,45959715.94,49933855.12,37429400.12,68089181.06,33802884.38,70218443.16,76285800,81676722.7,58430826.2,0,24569135.56,71028504.32,84370380.63,28197712.12,0,0,27590935.87,0,54261004.26,78961245.19,70109488.57,58384488.4,40225675.74,46369749.93,0,70961981.28,96141546.6,52847265.46,25316154.45,62262997.8,0,3003870.195,62517038.54,39300440.37,19559562.96,96669153.5,7056538.266,0,54718561.97,56889388.61,33966673.51,33381200.26,26856550.05,79089546.86
7/1/2006,100907365,24970616.61,32052639.89,42156277.86,13115799.15,79028702.74,59928116.24,11260554.47,78071626.28,51918102.56,89532000,0.131103516,71870168.5,60613569.23,0,25173258.74,0,46137268.26,16582443.78,52001621.45,24608647.35,0,10664853.9,7042903.234,57970608.01,41622805.86,4197139.434,118296695.6,31578690.75,23752235.53,23591542.12,638758.486,19758962.2,539670.7117,31839303.9,39236798.77,52914860.96,57435244.92,25525375.82,45959238.1,63878884.97,6703433.7,18751721.49,33061120.39,0,14369530.84,32109135.53,64840623.44,3808852.284,28020456.83,NA,NA,NA,NA,NA,NA,NA,NA,44501324.99,24995625.48,22335920.22,58708969.96,26188407.81,56337780.34,56441520,87635495.97,40271684.45,0,23281222.47,60075347.99,64226319.29,18348989.17,0,0,21056336.99,0,48704829.49,60997441.39,48549882.82,39018282.51,38483174.49,42834374.79,0,56267691.85,84388775.49,60323610.99,33898459.58,8154934.188,777614.362,644277.7397,52126471.31,31580001.3,14023872.1,81234533.13,4588758.12,0,34392455.68,52803107.65,22792734.24,26834584.55,40595937,77036854.88
