Month,ATRISCO_1_SP24-79,ATRISCO_2_SP22-79,ATRISCO_3_SP22-79,ATRISCO_4_SP22-79,BURTON_1_SP30-79,BURTON_2_SP14-79,BURTON_3_SP14-79,BURTON_4_SP30-79,BURTON_5_SP37-79,CHARLES_1_SP16-79,CHARLES_2_SP16-79,CHARLES_3_SP16-79,CHARLES_4_SP16-79,CHARLES_5_SP33-79,COLLEGE_1_SP23-79,COLLEGE_2_SP23-79,CORONADO_1_SP30-79,CORONADO_2_SP39-79,DURANES_1_SP13-79,DURANES_2_SP13-79,DURANES_3_SP12-79,DURANES_4_SP12-79,DURANES_5_SP12-79,DURANES_6_SP12-79,DURANES_7_SP12-79,GONZALES_1_SP39-79,GONZALES_2_SP36-79,GONZALES_3_SP52-79,GRIEGOS_1_SP13-79,GRIEGOS_3_SP12-79,GRIEGOS_4_SP12-79,LEAVITT_1_SP17-79,LEAVITT_2_SP17-79,LEAVITT_3_SP30-79,LEYENDCKR_1_SP13-79,LEYENDCKR_2_SP13-79,LEYENDCKR_3_SP13-79,LEYENDCKR_4_SP13-79,LOMAS_1_SP14-79,LOMAS_5_SP30-79,LOMAS_6_SP30-79,LOVE_1_SP13-79,LOVE_3_SP13-79,LOVE_4_SP13-79,LOVE_5_SP13-53,LOVE_6_SP16-79,LOVE_7_SP16-79,LOVE_8_SP16-79,METRODETCTR_SP58-79,MILES_1_SP19-65,NM_UTL_1_SP14-79,NM_UTL_2_SP15-79,NM_UTL_3_SP23-79,NM_UTL_4_SP43-79,NM_UTL_5_SP49-79,NM_UTL_7,NM_UTL_8,NM_UTL_9,PONDEROSA_2_SP16-79,PONDEROSA_3_SP19-65,PONDEROSA_4_SP21-79,PONDEROSA_6_SP21-79,RIDGECREST_1_SP15-79,RIDGECREST_2_SP19-79,RIDGECREST_3_SP16-79,RIDGECREST_4_SP16-79,RIDGECREST_5_SP35-79,SAN_JOSE_1_SP12-58,SAN_JOSE_2A_SP30-79,SAN_JOSE_3A_SP22-79,SANTABAR_1_SP15-79,THOMAS_1_SP13-79,THOMAS_2_SP13-64,THOMAS_3_SP13-56,THOMAS_4_SP13-79,THOMAS_5_SP33-79,THOMAS_6_SP33-79,THOMAS_7_SP33-79,THOMAS_8_SP39-79,VOLANDIA_1_SP14-79,VOLANDIA_2_SP14-79,VOLANDIA_3_SP14-79,VOLANDIA_4_SP14-79,VOLANDIA_5_SP14-79,VOLANDIA_6_SP14-79,VOLCLIFFS_1_SP16-79,VOLCLIFFS_2_SP16-79,VOLCLIFFS_3_SP30-79,WALKER_1_SP28-79,WALKER_2_SP31-79,WALKER_3_SP44-79,WALKER_4_SP44-79,WEBSTER_1_SP23-79,WEBSTER_2_SP23-79,WEST_MESA_1_SP13-79,WEST_MESA_3_SP16-54,WEST_MESA_4_SP17-69,YALE_1_SP17-79,YALE_2_SP16-79,YALE_3_SP16-79,ZAMORA_1_SP39-79,ZAMORA_2_SP49-79
9/1/2002,58630000,24730000,30990000,26130000,64070000,38290000,25070000,38020000,68600000,87640000,53310000,56790000,0,0,0,42260000,16850000,58570000,21070000,45840000,34470000,0,31230000,33350000,54000000,13210000,19370000,2250000,51290000,33850000,32320000,6320000,4960000,50560000,31790000,37870000,59820000,58770000,29750000,26770000,43920000,30370000,41400000,40430000,0,21100000,0,0,NA,46130000,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,12550000,24310000,61700000,57190000,73980000,66060000,0,23330000,40260000,65350000,35580000,29110000,0,36730000,60100000,0,20300000,60200000,75660000,36070000,48260000,51940000,46410000,58640000,28970000,24590000,44960000,11350000,12520000,15120000,45510000,41460000,36250000,6160000,0,37410000,48980000,33430000,32030000,41170000,67670000
10/1/2002,51338245.97,21555258.27,26394396.83,21277684.32,47447120.44,35080511.25,20449324.67,36356777.3,54458862.49,47342480.46,26103615.92,40365344.61,32118566.17,9164725.621,26999.66605,33078744.71,27163641.26,39081745.18,20821155.46,74340201.67,39795296.03,5793040.503,38757245.02,26614195.96,55311652.91,11906002.48,14590641.77,2197900.672,23883287.42,15868795.15,16549181.4,7925910.815,8299634.27,30162794.29,24027076.4,26266186.9,38641870.06,42976278.99,12499613.53,10569615.12,11960684.63,17704393.29,22003720.39,31357059.51,0,14652970.39,9619756.768,43127965.43,NA,46677619.67,NA,NA,NA,NA,NA,NA,NA,NA,21462501.49,9453131.377,372251.1994,56037466.11,22860603.95,56064081.71,52281576.96,66109367.15,68025791.47,1788612.968,19984778.73,30918718.18,58351724.27,18756456.39,17231212.02,0,20936790.96,31310252.35,34064690.7,35910281.38,39844422.01,50973049.43,37978722.75,34743912.54,33893048.13,26075943.24,40073679.74,19566955.89,16119545.84,28003658.8,12915150.56,25520163.52,13713187.53,22778093.34,29877867.31,25822137.63,5734333.488,0,44094971.45,24355963.19,18614525.86,19705540.59,47804478.24,71409199.27
11/1/2002,44562794.63,18710466.81,22910951.93,18469526.16,35447378.12,26208379.68,15277532.91,27161868.21,40685796.59,38066683.96,20989143.11,32456576.03,25825586.15,7369083.969,16120.12501,19749633.16,21481913.27,30907147.26,8327683.334,29733299.85,15916629.8,2316999.503,15501448.23,10644682.84,22122592.14,8156320.131,9995457.788,1505692.74,20137348.59,13379877.49,13953549.56,7788586.335,8155834.651,29640193.15,19753845.04,21594728.27,31769388.03,35332919.48,8773556.744,7418878.815,8395279.184,13579610.36,16877276.99,24051468.1,0,11239110.28,7378538.57,33079979.47,NA,26933024.95,NA,NA,NA,NA,NA,NA,NA,NA,15683578.59,6907812.162,272020.0599,40949001.4,18421129.36,45176571.18,42128619.81,53271086.23,54815345.53,1645419.252,18384826.83,28443411.22,55441062.58,13481418.23,12385131.34,0,15048558.72,22504603.11,24484387.28,25810926.75,28638635.47,36097332.25,26895204.21,24604424.66,24001872.22,18466071.72,28378779.54,14352922.56,11824148.55,20541485.78,7789722.238,15392386.21,8271055.101,13738517.37,16894239.62,14600954.49,2566416.5,0,19734824.03,5873932.323,4489268.781,4752389.011,41496343.13,61986256.19
12/1/2002,36752388.87,15431131.68,18895408.64,15232420.07,37899987.89,28021741.66,16334587.85,29041202.21,43500853.36,34520972.38,19034114.72,29433416.52,23420068.51,6682692.52,16689.38673,20447066.34,22912617.24,32965575.56,7287785.873,26020432.56,13929082.69,2027670.309,13565745.82,9315456.182,19360091.87,8726305.505,10693967,1610914.559,19777362.91,13140691.86,13704108.68,7920527.384,8293996.999,30142307.14,20221165.89,22105599.27,32520963.09,36168797.75,9718566.104,8217974.339,9299543.856,14289868.56,17760013.97,25309438.82,0,11826952.63,7764460.353,34810170.96,NA,15095631.48,NA,NA,NA,NA,NA,NA,NA,NA,12830273.28,5651077.484,222531.5917,33499170.84,17085731.93,41901599.51,39074602.36,49409321.29,50841633.07,1379114.119,15409309.35,23839948.36,39989335.37,11309918.5,10390214.42,0,12624634.13,18879707.08,20540600.41,21653469.47,24025709.14,33745497.51,25142911.96,23001382.64,22438088.05,17262959.3,26529828.51,13797987.11,11366984.57,19747278.28,6163151.688,12178304.71,6543977.519,10869779.94,15830059.37,13681229.91,3323861.004,0,25559301.07,3797052.395,2901972.28,3072059.582,40113502.59,59920601.69
1/1/2003,41666542.51,16752465.55,25575488.02,9241432.232,56901932.03,32635006.51,22423963.33,7755639.238,50473348.85,63726347.14,0,48541316.84,0,196263.6102,110163.9992,19372134.48,10250229.51,47759045.3,11167837.52,28841958.45,21184917.09,47119.09898,9491568.304,9080581.322,19534592.45,5761743.055,18562512.52,0,28089639.05,21213193.19,20766737.47,0,6106200.468,39571346.49,6560364.535,16603756.9,37113775.49,55800511.31,28894181.12,0,0,0,43824000,44213063.41,0,23219518.67,0,0,1206221.22,23034237.83,NA,NA,NA,NA,NA,NA,NA,NA,0,0,19353254.36,39805967.22,20959777.56,36489129.51,61369346.38,8472191.27,72229083.42,0,17336379.16,29567187.24,43003812.55,20812302.13,2949162.356,0,0,43632961.42,0,110521.9647,55938748.86,50699450.2,42396784.16,21082562.16,8300788.68,22912702.45,38980337.17,0,18589233.44,29632358.45,19664315.13,23908723.58,0,0,17164749.97,14054120.4,0,0,35895617.98,11437479.17,2975542.898,3415689.539,43958586.33,59372048.3
2/1/2003,39135016.57,16938778.18,28802677.59,11446513.18,62627036.49,34691479.91,18536310.36,26540417.82,0,57361360.01,0,46430811.32,0,31658024.23,0,16467571.8,3748679.921,41075984.67,6026666.158,17311819.72,9510009.558,586135.6461,0,5067902.391,0,7945046.174,10809013.24,0,21957127.96,14694814.42,14343979.41,0,2994221.709,27581264.66,11670465.13,0,27770607.22,43157056.38,24549828.24,0,0,0,45936000,41719651.49,0,19698941.11,0,0,956437.8173,16099630.74,NA,NA,NA,NA,NA,NA,NA,NA,0,0,20825778.48,51864583.27,21749358.63,0,61651261.18,71274035.95,0,0,16277869.3,28329718.62,38314827.02,20615457.45,0,0,0,17076185.76,0,0,51451018.19,48148991.91,34461652.74,0,25350225.98,0,38561785.49,0,12528205.03,27822133.9,33056751.81,1485179.282,0,13362543.8,3663055.304,21626346.17,0,0,30876944.09,20921807.85,13109163.52,13734095.27,37062322.55,53237552.27
3/1/2003,49048244.38,20633825.12,30281533.65,13632441.73,65798734.08,26819169.85,25115620.9,36652985.19,0,68173250.89,0,38149944.99,309074.3089,50830797.85,0,23334694.47,17684824.52,29570006.8,7157305.095,22540162.3,12895305.77,917590.7574,0,8499692.449,0,6558839.479,14621320.01,0,31509065.23,21639677,21794787.88,133725.8768,1816555.243,23105280.57,17199355.43,0,35099685.31,56155499.46,31976787.13,0,0,0,48787200,47009939.24,0,19606080.2,0,0,1224792.256,18916496.08,NA,NA,NA,NA,NA,NA,NA,NA,0,0,29368967.95,56980091.08,21117348.14,6790358.166,68823571.45,63099199.84,43024833.9,0,20948140.83,34155864.59,46981930.24,26276209.81,0,0,0,23076697.48,0,0,57670606.67,59230088.69,42264713.5,0,32806865.2,0,44494473.43,0,17581615.22,31521833.03,37255989.92,1323448.398,0,19963534.39,615178.4211,34387424.42,3066454.922,0,42055828.6,28252601.6,13359736.49,12530483.29,46845865.27,62379057.38
4/1/2003,46305541.36,27681540.85,38527417.98,26824934.32,66188412.45,31205480.18,24855785.02,46294900.34,54185979.58,82159107.92,0,50935375.51,88707653.24,51528027.77,50806.38469,23107593.41,19986334.98,45140059.88,21161980.53,60471468.93,34128387.82,293957.636,480980.4599,30313548.19,4815852.664,27130979.16,6388087.842,0,38998966.51,27599242.86,27857648.28,0,3956411.491,27623158.31,36852256.64,30167679.62,62241158.4,58004683.1,33183048.87,0,0,0,47488,43454448.85,0,18285818.38,0,0,1597933.401,25619531.03,NA,NA,NA,NA,NA,NA,NA,NA,0,0,33977909.29,58252778.71,30717412.95,74463595.4,72607161.58,57977003.29,50139563.11,0,20626202.28,33544907.42,62734614.99,36659586.91,0,0,0,56846970.95,0,0,56492331.53,70326830.15,68379906.44,39118323.17,48121310.98,31716779.17,56269565.63,10499079.5,25607476.23,52038592.59,37999967.46,28436892.37,0,37212065.5,4673979.17,27624070.66,7173583.58,0,54667434.44,47656798.19,24669291.37,16775135.39,45859442.37,63304695.41
5/1/2003,82361327.88,36988459.22,43302983.54,40636090.67,70202205.67,49927415.13,31555313.57,50692693.36,79087483.28,72712161.83,100314964.7,51796916.36,83138161.02,46267840.72,0,11827801.26,34353277.84,61915656.09,25747773.16,60634472.71,17323687.6,0,31923060.39,29037765.55,52817588.91,15931656.06,38974531.27,54067147.28,54285147.15,33079521.29,33756532.57,728297.1801,16631052.53,7370190.363,41590313.52,54061009.67,55545617.25,61510292.12,20579468.95,69553481.21,79876015.48,0,27876826.37,47150677.66,0,10880035.19,0,0,1081579.116,30922401.98,NA,NA,NA,NA,NA,NA,NA,NA,0,0,38462346.96,65095421.07,32981123.39,79943014.09,71894026.34,55586078.15,82494658.58,0,31587523.89,42699602.69,76202539.11,44776321.88,0,0,0,62023822.95,0,51315547.98,58639462.78,81909323.02,75595674.47,58788961.91,70195147.59,52014848.44,51473481.27,89635802.25,17527185.69,47437467.63,13353539.33,43124112.35,146515.8846,52359821.91,15968205.42,72405309.97,12209323.11,0,49717626.53,51345352.07,47287075.27,29961762.43,26639285.13,56528815.93
6/1/2003,83283592.2,35476529.93,41340770.75,43450511.74,72777118.9,52298780.12,34346773.62,60011382.8,75194145.55,82386253.69,128172497.1,63605487.95,71660371.25,0,0,14233035.6,29235103.78,59296499.67,21028688.16,45934731.46,34548127.56,0,24337232.24,25075636.33,67192172.8,4424935.315,28715661.6,109680873.1,70424272.9,44802896.18,56746459.49,2571935.265,20587179.41,15715293.17,46592478.89,56403529.5,67383303.76,63663863.04,18436343.47,57492646.42,91671250.59,1206434.725,32462530.15,46413240.9,0,16167819.13,0,2822370.005,3145904.334,32094193.36,NA,NA,NA,NA,NA,NA,NA,NA,0,0,41409872.77,70527257.1,34332106.32,78843343.87,68749706.59,24946057.76,61603728.67,0,42081004.59,44999393.78,78944686.8,50647903.04,0,0,0,61551938.34,0,69413900.29,57930081.32,87158815.83,74791759.12,63102000.85,49870806.02,52776793.65,69068433.71,83222720.37,14782362.89,41988590.25,8340803.6,44681724.42,0,67373427.54,18253739.95,79130488.15,11729318.9,0,57844065.96,61845612.26,57197463.96,41503921.16,29567197.7,49128608.11
7/1/2003,90571434.32,36618757.47,42434599.1,47468695.85,81412291.63,54412014.74,49229562.14,94258527.79,110125373.8,90200760.81,133394786.6,70296340.77,74757020.33,0,72295.81637,8851299.154,31510429.65,54660852.44,19115871.53,66698643.58,55784211.89,0,8931232.773,14133307.33,53165982.63,8091170.395,30828322.59,116454907.5,89103843.51,56658457.27,65814637.99,4425604.401,32157304.17,28818829.87,55599468.78,69722771.44,94936324.57,82325579.96,18497415.18,84124599.74,93750057.37,10368608.02,32769898.87,51599849.22,0,16714198.11,0,67740122.08,3604228.784,39299031,NA,NA,NA,NA,NA,NA,NA,NA,0,0,52805414.4,89018955.3,36085399.82,102218430.7,0,96191762.63,47909682.31,0,47626311.37,59224602.95,115073191.7,70097475.87,0,0,0,67108542.46,5216615.008,91396744.52,74807378.54,126589758.1,87381307.98,88397139.68,69431236.09,70499806.78,104216895.7,88618118.86,25205528.64,59327471.83,60239458.85,32651203.36,0,50293055.05,29060609.68,81305889.5,11548947.27,0,88916172.99,86135887.28,87080803.84,58353910.37,40917700.97,84386913.03
8/1/2003,83475635.78,36468473.39,40843867.16,39098397.66,86309277.35,60734924.87,40842888.47,72608558.29,106696671.5,62826042.48,130438847.9,52492433.87,86251749.38,0,421906.9716,5915943.723,26268126.45,52497365.07,20033438.1,73668212.68,43880400.98,0,6913112.535,8784708.229,42119312.35,4526961.162,21358466.39,99626499.47,75776188.14,51180997.3,55869884.02,0,9080579.694,49772444.08,44811139.89,58359732.97,82314142.07,68532425.15,20612294.44,83516699.77,92508658.69,16933684.6,24165654.71,45036795.55,0,12820701.06,0,67421828.74,3467959.115,35088902.2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,43174234.77,77076359.98,38210237.03,96251407.49,0,90396852.09,10333384.81,0,40798738.81,57669108.4,100825522.9,48790537.73,0,0,0,70055543.08,81394965.5,77831951.85,32405988.56,107091710.1,70953861.05,76320778.61,66677304.92,56779986.92,69230524.75,87501893.46,21014985.58,54845899.3,51828232.72,4212607.478,100226.4042,63839331.08,8807356.739,74270729.59,11587406.84,0,64037505.79,73726105.86,72981959.74,25615830.88,34434814.27,70472003.66
9/1/2003,67621077.25,31466780.49,35225542.06,29938947.79,65546901.66,49202994.77,30815807.15,54244860.74,76882081.62,0,68252086.95,58110843.47,87938895.82,0,1143949.476,3462671.759,18379409.7,49000924.42,20964410.58,55355831.03,34015843.41,0,8386167.412,10141106.23,43632136.57,13630582.05,46463295.39,39515654.61,57176627.79,33961259.87,39793387.97,0,4117336.815,46699022.72,34242634.74,40857250.73,61876057.38,57994996.68,23101116.29,54579664.86,65994062.31,19620051.75,29649171.84,44560618.36,0,15338651.26,0,60347307.34,3145740.62,20730413.58,NA,NA,NA,NA,NA,NA,NA,NA,0,0,22010405.65,54642901.16,30200706.34,60259167.1,66382979.87,71937445.81,200979.9976,0,31148942.56,48218251.89,80238684.8,37994134.42,0,0,0,54214453.6,64476159.07,65316098.55,56304144.85,74694637.68,67256108.23,42599256.87,47322470.48,43713758.54,54693057.21,45588852.41,21702766.54,46458411.69,37612601.03,360196.3105,10936331.46,48365581.04,17611759.4,51149489.8,9071884.153,0,43586254.42,55204032.53,33480226.76,41165797.85,47768526.19,61660555.31
10/1/2003,60100564.42,28621108.16,30266421.31,27615198.37,62361618.71,42030955.14,28847922.25,40705061.89,59120256.46,40798135.05,0,43387432.94,84594894.83,90196.63798,1418511.865,1735577.702,23155197.48,54736609.73,15145691.58,44113152.33,21562764.28,0,11837834.28,5722361.815,35152307.11,25961350.01,34739914.02,16166780.56,44090431.28,26083393.28,27774443.83,0,0,36325545.1,30330771.03,33255247.41,56392275.67,52712594.04,29139324.31,10543185.71,42011351.54,20939378.13,21650328.62,36346688.15,0,11858480.72,0,57343736.54,3093854.918,19614782.32,NA,NA,NA,NA,NA,NA,NA,NA,0,0,24459933.66,58253075.18,25503357.18,52599501.87,52135990.7,76419721.75,39473209.79,0,22407002.85,35667734.27,69714411.75,8715449.909,1070876.96,0,0,43147308.7,52853619.19,65607621.05,54890063.49,53031760.94,42874542.12,28977528.71,36747372.12,34892180.2,48355906.2,4090256.764,23544459.84,49687954.5,26271422.54,1279060.076,55985227.91,33140334.62,2105061.626,0,8906954.488,0,30106685.09,40290447.64,25589243.9,22917911.85,49030351.92,67370212.52
11/1/2003,58697366.67,27013642.74,29550914.77,25751700.61,61954321.37,23053316.19,16552630.77,26251925.64,62078174.36,67840240.54,0,32859447.13,33643918.93,19227372.65,0,0,7541127.473,41224722.22,9536135.531,26220376.56,10524691.58,0,1978451.77,2920158.73,18205524.54,24636159.71,38166684.98,0,38431536.26,16080260.07,24763330.89,73113.55311,1726826.374,10325696.7,14816967.03,15735836.63,22014025.64,41444113.55,27852452.75,0,0,12804309.89,10705512.09,19924441.03,0,8788297.436,0,57042770.7,2793923.81,20068789.01,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16330636.39,60617671.06,17066170.94,34554243.59,9916112.332,70021203.42,45326223.93,0,26191512.09,36225091.58,53075731.38,3481860.806,32659.82906,0,0,32715902.93,31062120.88,52820202.93,58243554.95,0,57314457.63,30290680.34,12619414.53,22331013.43,45690697.92,0,25596044.93,12337292.31,21938452.26,0,35711315.02,11144745.3,228472.6496,10599790.96,4384511.111,0,16238669.6,24150111.36,2748620.269,3423678.388,44997120.88,71598323.93
12/1/2003,56076225.23,25099682.3,27207693.84,26372492.19,59301032.89,20360894.12,23022351.44,31667975.2,58591525.85,0,0,25103997.61,72211402.08,10704282.81,0,0,4468485.513,32892471.62,5861621.387,16338207.2,8971883.016,0,1378291.118,1156659.412,11767582.67,20845789.86,32832548.06,0,35741959.83,18374917.9,22308617.12,140725.319,496667.4915,237881.6499,15522393.93,17599418.09,33910232.37,16605032.6,26926274.46,0,0,12588338.57,12002046.4,21578928.2,0,10633679.99,0,53700645.34,3008376.205,16774926.82,NA,NA,NA,NA,NA,NA,NA,NA,0,0,17911638.04,37239124.25,19535182.15,43012432.75,9957032.773,69174566.23,29789423.47,0,20945927.01,27752632.06,46965329.27,12174096.32,0,0,0,33017478.6,22465219.87,45142349.65,47369891.73,0,51329597.72,30004588.8,0,27905444.75,48783594.09,0,28290245.09,0,21022314.79,244501.8661,0,21833643.04,281919.8478,28048568.01,5415873.593,0,25383473.74,18042816.54,4910212.243,2419372.924,44545993.22,69359770.26
1/1/2004,58276979.62,25273767.66,28429252.78,23694906.17,55627388.08,19601580.21,15101562.72,21358242.23,55009086.11,3092275.377,0,24824340.3,76854599.18,33434552.46,0,0,5088077.534,32620573.55,7873362.757,18436932.95,7344778.625,0,1033855.39,849635.9265,9883601.875,29359768.85,43681795.31,0,35900256.77,15798085.85,20126117.22,0,0,0,13947887.92,13626137.5,40811813.27,25462715.61,22264607.37,0,0,17203281.99,15036196.18,20954353.49,0,9600102.489,0,51343789.76,2976018.314,18653525.44,NA,NA,NA,NA,NA,NA,NA,NA,0,0,17155972.76,37202630.65,13641960.84,31198388.55,28132310.29,65751245.12,41322717.85,0,16796438.68,24221335.33,56407587.55,10458738.26,0,0,0,35682089.98,22007055.05,50572904.88,43709193.11,18697988.16,34134814.5,28837602.25,11441248.94,12308952.8,46790036.52,0,18284987.86,15182018.09,30935235.75,0,0,13928458.75,0,33455884.23,5419037.553,0,23833672.11,15592549.03,6575611.621,3338418.927,39087760.84,66265822.55
2/1/2004,55907904.8,23812047.74,27268426.87,24254647.03,53875414.15,20550467.26,16078305.58,27154743.76,62797866.18,0,0,27181357.41,73171049.77,0,0,0,2382850.632,33090559.74,2986643.987,1024733.703,0,0,0,0,0,21133022.88,30708188.46,0,29508979.08,15263083.83,18676904.4,0,0,0,9622984.949,10462337.01,42734550.29,23693612.11,29268077.16,0,0,15086690.74,13685945.78,19952747.11,0,8755589.237,0,51793052.05,2859119.08,5397533.752,NA,NA,NA,NA,NA,NA,NA,NA,0,0,17611308.68,53819075.33,13469319.71,34655137.66,24565612.48,73548858.55,0,0,10434513.01,15284255.24,62647578.21,3999046.118,195952.3284,0,0,29840201.8,17487757.06,40201810.94,41168323.08,62646863.21,0,26417742.97,24833804.47,0,38629758.23,0,7980460.423,16004276.58,27709917.64,0,0,12476622.35,365227.1516,30516230.42,6729964.483,0,24700116.21,18239518.54,10124437.41,10510573.95,42737726.77,69725954.25
3/1/2004,66676138.84,27168405.06,28818827.92,28934882.95,55138613.53,27932670.14,22642352.61,32713151.79,62502885.07,0,0,43661782.35,82273084.44,46610263.56,0,0,9564171.829,40410200.74,8067589.726,0,0,0,0,0,0,36597788.95,45559577.93,0,36564988.22,22154623.36,22459762.44,0,0,157765.6966,19439250.98,21120073.4,52280030.32,36112700.18,33531735.78,0,945542.1885,13712603.44,19156189.19,28291982.09,0,11413802.19,0,60631066.69,2831364.778,6700112.912,NA,NA,NA,NA,NA,NA,NA,NA,0,0,23468417.38,55374868.68,17254932.15,42662002.43,43132988.34,73544648.95,21736967.76,0,11317092.02,16833388.48,83340270.3,20408547.95,1809489.624,0,0,31719369.42,34047128.14,50215006.25,54435381.91,67230942.28,16744509.88,29571107.04,34682327.34,5468161.754,46631337.32,0,0,0,32038624.9,0,0,22618372.93,0,46618872.64,9570092.454,0,38491353.12,26090516.63,24439911.61,21334518.41,69226953.25,81351910.93
4/1/2004,74584152.36,30654180.19,32912615.55,25463221.58,51008302.58,31081725.13,21683831.59,31711382.18,64207467.07,2759803.364,172942.4216,58575176.04,90146956.2,50116963.02,0,51164.38278,14883496.96,46206324.66,0,0,0,0,0,0,0,60819796.67,82854044.32,62761.7847,33691882.51,21434646.58,18066518.5,0,0,0,25609800.52,27392333.17,56934980.4,37477243.54,32347313.09,0,3853479.704,14418276.24,21685745.56,33506369.56,0,12929059.94,0,24970426.94,2983076.062,13603458.65,NA,NA,NA,NA,NA,NA,NA,NA,0,0,27599803.09,55594935.59,16902484.9,39612959.15,34835641.9,65656270.66,78389168.68,0,20385333.63,30486185.68,95231282.24,28204401.71,291642.2638,0,1648911.815,41138288.02,36710922.95,61665975.05,52259496.86,65305444.27,46486735.72,26439886.34,32266732.95,33072958.1,43161950.72,0,0,0,32889992.71,0,4364.93573,28604558.47,0,56654516.28,6271435.24,0,40928670.85,30528351.69,30306208.98,25177418.79,38310305.83,63919749.94
5/1/2004,81101535.04,33380352.14,40191708.91,23266034.68,66060630.77,39705205.71,33059892.31,59158335.04,81208150.43,52283037.85,77134031.75,69282894.26,99084295.97,32461773.5,0,31044956.04,30645161.17,57739355.56,0,0,0,0,0,0,0,56591712.82,79357842.49,38196576.92,66648122.34,42662146.52,48458750.31,0,22689049.82,50145169.96,40729065.2,50494454.21,66989041.03,61163261.54,33513793.41,60338485.71,55080617.58,17660631.5,30408030.28,40934370.21,0,16885988.64,0,66299410.26,2745101.099,22919093.04,NA,NA,NA,NA,NA,NA,NA,NA,0,0,38727434.92,67995685.71,24888987.18,54098094.87,48718000.49,78828664.22,84347975.21,0,30722058.61,42918214.65,128057940.9,46640597.8,0,0,0,58301202.69,61497978.75,73073790.48,59177908.42,83438952.87,77825447.62,53615745.05,56767688.03,47665361.66,60796156.29,223715.7509,114726.2515,161676.9231,37924811.72,400205.8608,30421114.16,36667564.35,1777263.248,82875864.22,12185496.58,0,71996306.96,42847505.49,53794195.85,46203482.05,53900334.07,82368623.93
6/1/2004,67185072.14,31368620.03,35427287.86,47946777.79,79870396.45,66327522.42,45520789.87,52919192.97,56137753.99,68333089.77,100941645.8,54383742.34,80724444.44,70505938.86,0,23723338.76,38277319.08,52701377.5,0,0,0,0,0,0,0,30348539.98,48827298.31,56683795.57,74280772.11,45766133.52,57902941.09,313741.2112,21690256.15,55345113.73,52288535.4,59386084.66,63917641.3,71017590.51,32331850.84,33896059.33,76106033.89,23610942.83,39978431.35,42764193.48,0,19269105.97,0,67033072.48,2707126.468,31511507.93,NA,NA,NA,NA,NA,NA,NA,NA,0,0,43776617.91,74241526.87,33527574.33,72558985.35,74109953.36,88326159.56,94116225.66,0,32732915.55,46758092.73,129223648,48706251.78,0,0,0,56965484.16,54062134.64,85620519.88,69823524.74,69296838.89,102700416.3,60626527.26,74996780.2,86399400.75,103566783.6,52601468.09,26945569.18,63129277.99,30484542.2,3492533.074,54117034.23,32712884.76,22458174.15,79775454.44,9211619.247,0,70915236.83,55222667.49,40318299.92,29136242.03,30706683.34,59380280.16
7/1/2004,75009171.82,32387371.06,37322068.45,51070444.23,67776570.6,61013537.97,46810269.33,55365178.54,53118504.33,59591781.05,97479099.84,52531506.98,78509251.78,48631909.72,0,20633750.96,31158888.08,53668685.78,0,0,0,0,0,0,0,23292182.25,46762251.36,39306208.37,59282298.37,32959629.79,36688788.01,0,11977448.54,27329019.29,48141308.38,55195932.76,56755954.23,65418338.93,32477386.26,63231481.69,45532185.14,22497052.08,34915005.4,40285149.33,0,17672390.19,0,65513141.94,4210172.719,26311811.31,NA,NA,NA,NA,NA,NA,NA,NA,0,0,43191909.61,70497413.43,26449535.7,57798606.08,71204612.48,84774211.31,91706150.78,0,27678094.5,38851654.21,127459177.5,48770113.34,0,0,0,56824568.93,63584627.63,75800923.93,72138387.05,51383949.78,55845067.92,48931463.57,68792288.01,83255771.09,110057993.6,58605005.11,31093186.74,63715882.93,28034130.48,2529696.445,44389746.75,27785937.75,20882603.14,78218325.94,12021660.61,0,79371443.94,69439859.83,43207472.63,14708482.96,23270944.63,74343958.52
8/1/2004,73088721.46,31545467.19,35908102.08,49719737.5,71698473.01,64095350.29,43169723.6,52807469.91,46054549.87,46852240.83,89635382.71,45194676.03,68192162.49,72517636.76,0,19142988.97,27996914.82,54599206.77,7873072.849,10593688.79,416947.0709,22431.33745,452495.8419,1115995.818,12662247.21,18044911.85,42283474.85,37076984.34,59258328.94,32698786.02,43554586.99,0,11523503.23,31859929.94,44236947.97,55567725.68,61153958.32,63338158.06,33431324.46,65030437.73,56717164.19,22088607.86,36557378.6,42071889.56,0,19510229.49,0,15142710.55,3720796.222,24337663.31,NA,NA,NA,NA,NA,NA,NA,NA,0,0,40047523.53,68432252.34,26305097.87,62591592.72,67614697.03,83429514.06,87974399.71,0,25393269.29,36728538.28,119831464.3,48127269.67,0,0,1745801.112,56840151.4,63014843.52,75422205.3,67418521.69,51328615.94,53001750.87,48056073.97,66020900.72,79802151.48,108941561.7,54803395.36,31097829.99,60585111.33,31316795.01,751371.4826,51315791.28,20497243.25,17774909.72,73191624.31,10800683.55,0,86078610.02,71244650.15,45058499.59,19607719.64,23079457.75,77967715.79
